timestamp_epoch_s,relative_time_s,attack_label,arbitration_id,dlc,payload_hex,semantic_label,source_component,decoded_speed_kmh,notes
1780532527.244432,7.971063,spoofing,100,8,C80094115F5A4A00,ATTACK fabricated speed/rpm/throttle,simulated_engine_cluster,200,ATTACK fabricated speed/rpm/throttle
1780532527.244482,7.971113,spoofing,188,8,0000C800AA000000,ATTACK display spoof,simulated_dashboard_display,,ATTACK display spoof
1780532527.264738,7.991369,spoofing,100,8,C80094115F5A4A00,ATTACK fabricated speed/rpm/throttle,simulated_engine_cluster,200,ATTACK fabricated speed/rpm/throttle
1780532527.264802,7.991433,spoofing,188,8,0000C800AA000000,ATTACK display spoof,simulated_dashboard_display,,ATTACK display spoof
1780532527.284989,8.011620,spoofing,100,8,C80094115F5A4A00,ATTACK fabricated speed/rpm/throttle,simulated_engine_cluster,200,ATTACK fabricated speed/rpm/throttle
1780532527.285038,8.011668,spoofing,188,8,0000C800AA000000,ATTACK display spoof,simulated_dashboard_display,,ATTACK display spoof
1780532527.305257,8.031888,spoofing,100,8,C80094115F5A4A00,ATTACK fabricated speed/rpm/throttle,simulated_engine_cluster,200,ATTACK fabricated speed/rpm/throttle
1780532527.305313,8.031944,spoofing,188,8,0000C800AA000000,ATTACK display spoof,simulated_dashboard_display,,ATTACK display spoof
1780532527.325608,8.052239,flooding,32C,8,3470FC5D7DF5CA8E,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.327800,8.054430,flooding,180,8,F8858144B00CAD78,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.329961,8.056592,flooding,7D1,8,D0F16421C405DD3F,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.332175,8.058805,flooding,1B7,8,3AD4C06FBD86EA3A,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.334302,8.060933,flooding,23B,8,CFF03448D78578B8,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.336437,8.063067,flooding,7C2,8,492CD90D6D73EBBE,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.338557,8.065188,flooding,509,8,48F3706AE0988A81,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.340694,8.067325,flooding,28E,8,388F874212F78B0E,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.342832,8.069463,flooding,104,8,9C222B9B9E8E0D77,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.344965,8.071596,flooding,73B,8,C542D8AE2DCB8BBD,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.347101,8.073732,flooding,745,8,172EE8C5B3D7BAED,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.349229,8.075860,flooding,655,8,8E048222D92E1497,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.351403,8.078034,flooding,4E8,8,95C99186D10CF56B,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.353554,8.080185,flooding,A0,8,EE43A6C55C336B48,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.355690,8.082321,flooding,3DF,8,4DB6E19253E76A3B,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.357834,8.084465,flooding,266,8,5789D06EAED0856B,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.359969,8.086600,flooding,128,8,B89E51FA54B754BB,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.362099,8.088730,flooding,736,8,9168CA9E01FB7046,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.364224,8.090855,flooding,2B1,8,8B05DC537EF387F4,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.366371,8.093002,flooding,2DB,8,00B3E50412DECEEA,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.368535,8.095166,flooding,1A0,8,F04EBC659C06BD28,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.370674,8.097305,flooding,573,8,CF8F95E6C2D1F435,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.372814,8.099445,flooding,410,8,DB1FCCD7BDB342CC,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.374963,8.101594,flooding,683,8,909EBA0277844A8B,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.377096,8.103727,flooding,D9,8,534333FB1D96FB51,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.379226,8.105857,flooding,191,8,DDD7A6BA43D1EDC9,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.381366,8.107997,flooding,24D,8,DC4178DC969CC2DD,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.383519,8.110150,flooding,299,8,ABC1AA8AAA516867,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.385650,8.112281,flooding,6DB,8,392D388C1AA2724C,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.387784,8.114415,flooding,731,8,F204C8110260243A,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.389926,8.116557,flooding,32F,8,C66BAABD84F7A4E8,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.392057,8.118688,flooding,B7,8,ADF6F519905D82A4,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.394185,8.120816,flooding,3AC,8,1EEDAACCE6936F60,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.396344,8.122975,flooding,715,8,C5CAD147D4A9CA2B,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.398523,8.125154,flooding,6AA,8,EAA46F1BD0754C9F,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.400656,8.127287,flooding,53A,8,076A459A9C1A15D3,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.402805,8.129436,flooding,57B,8,740217CFF136C171,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.404962,8.131593,flooding,1AD,8,F2EF69071642F313,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.407091,8.133722,flooding,2FB,8,7C66D208C5A170AC,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.409222,8.135853,flooding,6A2,8,D39668801828E0BE,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.411339,8.137970,flooding,191,8,60E1246597B6ECC3,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.413523,8.140154,flooding,9,8,3B31CF28A914A55F,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.415673,8.142304,flooding,260,8,56DCEB5A483D2983,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.417832,8.144463,flooding,5E7,8,761E010080C1AE8D,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.419997,8.146628,flooding,5C3,8,76814C4E41655C6B,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.422161,8.148792,flooding,69D,8,252E9A1EE23E27D1,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.424315,8.150946,flooding,4EE,8,932AF4485B545D06,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.426457,8.153088,flooding,345,8,A499CA36A03AA0E2,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.428639,8.155270,flooding,4CC,8,B746592FADCFD557,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.430805,8.157436,flooding,603,8,08494DB23E9097F8,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.432964,8.159595,flooding,A5,8,76E11DECEB50355F,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.435112,8.161742,flooding,796,8,A0BFD2D6E6B062CE,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.437247,8.163878,flooding,34A,8,AEFA335D174CCBE9,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.439409,8.166040,flooding,F0,8,FA156FCE21755BE1,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.441557,8.168188,flooding,7D2,8,507E88D01219AA71,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.443697,8.170328,flooding,464,8,17FE363A0BAFC110,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.445835,8.172466,flooding,1A8,8,5BF5308593CD72B7,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.448007,8.174638,flooding,5E0,8,2ABB405E06DDB19D,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.450166,8.176797,flooding,31F,8,4862FDCCCC2EB16A,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.452341,8.178972,flooding,216,8,86AC18B6E10118E0,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.454556,8.181187,flooding,1C4,8,187600244C99E031,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.456704,8.183335,flooding,7C3,8,825A1D694887683A,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.458856,8.185487,flooding,4AF,8,48B113EE696C2B92,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.460991,8.187622,flooding,263,8,01B5665F8C21E0DD,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.463119,8.189750,flooding,37F,8,AA5926ACE2D0D708,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.465252,8.191883,flooding,398,8,ACC5C92B16EB6EAC,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.467396,8.194027,flooding,4D9,8,6EFC9DB060D9ACBE,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.469602,8.196233,flooding,295,8,DCBFB255C5839458,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.471734,8.198365,flooding,130,8,E3AE7DBCEF11BCD6,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.473880,8.200511,flooding,76E,8,E10F43E7BD073CEB,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.476043,8.202674,flooding,7A0,8,A86B59CA4AAE46E4,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.478202,8.204833,flooding,41,8,E21FEF15CF8CB9AA,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.480382,8.207013,flooding,363,8,F8F33ECD01FCBF30,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.482564,8.209195,flooding,303,8,74DFB1C9EFCDFDF9,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.484715,8.211346,flooding,39E,8,62013E7E04227AF7,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.486868,8.213499,flooding,468,8,85CF73F276FBD0EC,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.489092,8.215723,flooding,C6,8,12303894953F517D,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.491229,8.217860,flooding,48,8,A08F9EDAF6D53E73,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.493396,8.220026,flooding,1C8,8,B809011FD6BD52EB,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.495538,8.222169,flooding,CB,8,94970816D679FF84,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.497667,8.224298,flooding,688,8,5127E0E45AC29DF1,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.499822,8.226453,flooding,25A,8,6477950B826D7A43,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.501965,8.228596,flooding,2DB,8,0AA6FB24A536F44D,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.504093,8.230724,flooding,2C2,8,9B99074860D41522,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.506222,8.232853,flooding,41D,8,801C4A03AD204E73,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.508377,8.235008,flooding,A3,8,6B937B2958056007,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.510530,8.237161,flooding,73B,8,5184CBF20814CD27,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.512745,8.239376,flooding,28,8,8353441F01CF2490,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.514875,8.241506,flooding,5E4,8,1FD83230463200D4,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.517039,8.243670,flooding,2E2,8,2E961CDF347FED10,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.519174,8.245805,flooding,716,8,9A2532D5E9E3F0D5,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.521324,8.247955,flooding,485,8,CDB92E2DBAD694AE,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.523464,8.250095,flooding,1ED,8,86D1A98B8C1F446B,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.525593,8.252223,flooding,40A,8,32C96DFC31A929D0,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.527731,8.254362,flooding,3E3,8,B5459BEA25102EF9,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.529858,8.256489,flooding,420,8,304E10B828CCCA43,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.531986,8.258617,flooding,4AF,8,2297570F567B4C53,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.534131,8.260761,flooding,8F,8,9726FCFFFEEDEB40,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.536267,8.262897,flooding,DA,8,175C0613C1315568,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.538413,8.265043,flooding,283,8,A9EA7C136945C27A,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.540585,8.267215,flooding,64B,8,1B30181584444BCF,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.542724,8.269355,flooding,313,8,CDF097444BEF31CA,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.544855,8.271486,flooding,69,8,172432118C05948E,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.546984,8.273615,flooding,14F,8,2EE2B7782600B152,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.549137,8.275768,flooding,399,8,6B950D228F64D47A,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.551316,8.277947,flooding,97,8,7910DAB38272118A,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.553441,8.280072,flooding,74C,8,A21F4161195D07B4,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.555571,8.282202,flooding,88,8,FF4A6D6DC7AD0E7B,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.557750,8.284381,flooding,5C6,8,3E92487E243EE077,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.559940,8.286571,flooding,1EC,8,DACDE8EBFAD1AF21,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.562068,8.288698,flooding,29,8,317DC64F7D70155E,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.564211,8.290842,flooding,231,8,478482E4823F2154,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.566370,8.293001,flooding,671,8,4C3F504176C8B332,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.568566,8.295197,flooding,682,8,B5D6D92917D67FF4,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.570700,8.297331,flooding,53C,8,3F3FA568229347C3,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.572829,8.299460,flooding,312,8,CEE4C0B24EB93C80,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.574961,8.301592,flooding,1AD,8,9CE54266E1E746A3,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.577095,8.303726,flooding,564,8,7CA2F5A66AC07C99,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.579222,8.305853,flooding,408,8,3799DCAE33652E53,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.581365,8.307996,flooding,76B,8,9697B662ED46A67F,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.583509,8.310140,flooding,383,8,D01DB0462D094167,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.585637,8.312268,flooding,46A,8,F1D3C4AE00460D4A,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.587774,8.314405,flooding,710,8,1EE24BEBDFE8A9DE,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.589935,8.316566,flooding,327,8,0D78D57B684984AE,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.592067,8.318697,flooding,29F,8,4CF90D7474F0B733,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.594205,8.320836,flooding,1EB,8,5408F18E732B22B0,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.596331,8.322962,flooding,1A0,8,7B9E77D19792FC78,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.598458,8.325089,flooding,6B1,8,7372E2BE2C9331BC,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.600583,8.327214,flooding,29D,8,C1F7AD1DBD33283C,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.602706,8.329337,flooding,426,8,F412B987FA1FCA22,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.604834,8.331465,flooding,5CF,8,4818F6ABAC76F932,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.606980,8.333611,flooding,6AC,8,E3F91C9E3A490846,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.609114,8.335745,flooding,333,8,7BEC63924D4B6C14,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.611245,8.337876,flooding,6F8,8,5AE388A4076F9B19,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.613406,8.340037,flooding,47F,8,AD0D61AE52A20F37,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.615547,8.342178,flooding,402,8,5BFCE8800BFC162A,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.617683,8.344314,flooding,92,8,188F8D450709B9F2,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.619836,8.346467,flooding,36E,8,CF676A614A19D159,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.621968,8.348599,flooding,702,8,3E0FAC76F1EDD1A2,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.624096,8.350727,flooding,70E,8,3B043926B53205AB,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.626220,8.352851,flooding,4E6,8,9EC3E522B612E100,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.628360,8.354991,flooding,38C,8,20CBC1DAF49A223D,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.630514,8.357145,flooding,93,8,325826E42479C3B7,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.632641,8.359272,flooding,4C4,8,61B9806D1F60D187,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.634779,8.361410,flooding,5BA,8,465FF2C7C8C280FD,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.636909,8.363540,flooding,5EE,8,13EEF86E8618EF63,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.639046,8.365677,flooding,2B,8,74EC950CB2B643E1,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.641195,8.367826,flooding,5C9,8,4810C126AB8C45C4,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.643344,8.369975,flooding,7AA,8,B18787405539C68B,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.645572,8.372203,flooding,3F,8,547CDC9F17F1923D,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.647726,8.374357,flooding,219,8,8477828E485D5559,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.649892,8.376523,flooding,46A,8,4DEBACF490B2D6EE,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.652046,8.378677,flooding,31A,8,E20616D2F7F0F76D,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.654203,8.380834,flooding,47C,8,3B88DA9111416A04,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.656376,8.383007,flooding,77E,8,FB3D6D4D35C4B277,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.658551,8.385182,flooding,5E3,8,AF415FFA053B8658,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.660705,8.387336,flooding,C9,8,A85FCF077DCEF9B8,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.662859,8.389490,flooding,1F2,8,3189247BA8D20E51,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.664999,8.391630,flooding,2A3,8,C9FDBDB3F01B6C86,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.667135,8.393766,flooding,10A,8,8CA15A3DDB78640D,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.669266,8.395897,flooding,4CA,8,D26F26DB1B5FA512,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.671420,8.398051,flooding,40C,8,698E6EF962881A64,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.673551,8.400182,flooding,5CD,8,239F44ACE488BFFF,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.675683,8.402314,flooding,268,8,EEDBB46E62C06493,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.677813,8.404444,flooding,658,8,11172C997AC22DBA,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.679972,8.406603,flooding,41F,8,5313A37ED3235503,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.682102,8.408733,flooding,1F3,8,3D3ADB4C30804389,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.684233,8.410864,flooding,287,8,11FF5FDCA0AAF00B,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.686402,8.413033,flooding,7CC,8,77E2F8E9461F0E9B,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.688573,8.415204,flooding,753,8,A1F13641C28BA239,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.690762,8.417393,flooding,158,8,2A8A853010B25ACB,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.692938,8.419569,flooding,1B4,8,E58D2192AB0CD7E6,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.695068,8.421699,flooding,6E6,8,CDC82781A5BD0AF0,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.697368,8.423999,flooding,683,8,A000D05CD71534E9,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.699553,8.426183,flooding,4B3,8,BD7FF33159701697,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.701682,8.428313,flooding,4B0,8,CC9D8F94E9C534DF,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.703809,8.430439,flooding,34C,8,BAD11F97A7D5D4FF,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.705950,8.432581,flooding,17,8,82963D29EA1EFEDF,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.708083,8.434714,flooding,236,8,03CC0E0502A30BE5,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.710222,8.436853,flooding,599,8,15EC60CD755C9D6A,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.712544,8.439175,flooding,5,8,18B79704785EE0F7,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
1780532527.714778,8.441409,flooding,3B2,8,1A6FE441857768BD,ATTACK controlled flooding,flooding_or_randomized_traffic,,ATTACK controlled flooding
