wall_ts,relative_s,phase,arbitration_id_hex,dlc,data_hex,note
1780533089.694434,202.765716,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533089.734677,202.805959,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533089.734743,202.806025,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533089.774957,202.846239,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533089.775011,202.846292,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533089.815250,202.886531,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533089.815339,202.886620,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533089.855613,202.926895,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533089.855696,202.926977,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533089.895972,202.967254,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533089.896034,202.967316,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533089.936580,203.007862,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533089.936641,203.007922,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533089.976949,203.048231,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533089.977027,203.048309,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533089.977059,203.048340,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533090.017252,203.088534,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.017370,203.088652,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.057652,203.128934,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.057724,203.129006,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533090.098005,203.169286,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.098081,203.169363,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.138280,203.209562,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.138371,203.209653,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.178639,203.249920,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.178716,203.249997,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.218951,203.290233,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.219007,203.290289,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533090.259223,203.330505,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.259278,203.330559,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.299544,203.370825,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.299603,203.370884,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.339835,203.411117,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.339914,203.411196,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.380167,203.451449,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.380223,203.451504,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533090.380249,203.451530,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533090.420586,203.491867,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.420654,203.491935,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.460876,203.532157,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.460938,203.532220,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.501150,203.572432,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.501200,203.572481,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.541450,203.612731,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.541545,203.612826,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533090.581781,203.653063,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.581850,203.653131,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.622119,203.693401,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.622175,203.693457,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.662467,203.733748,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.662577,203.733859,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.702801,203.774083,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.702855,203.774136,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533090.743114,203.814395,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.743188,203.814470,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.783440,203.854721,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.783551,203.854832,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.783609,203.854890,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533090.823954,203.895236,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.824032,203.895313,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.864272,203.935554,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.864361,203.935643,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533090.904647,203.975928,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.904705,203.975986,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.944937,204.016218,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.945001,204.016283,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533090.985353,204.056634,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533090.985456,204.056738,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.025710,204.096992,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.025773,204.097055,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533091.066038,204.137320,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.066139,204.137421,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.106412,204.177694,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.106466,204.177748,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.146621,204.217903,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.146688,204.217970,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.186890,204.258171,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.186950,204.258232,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533091.186976,204.258258,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533091.227193,204.298474,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.227245,204.298527,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.267474,204.338755,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.267584,204.338866,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.307877,204.379158,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.307946,204.379227,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.348446,204.419728,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.348567,204.419848,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533091.388840,204.460122,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.388900,204.460181,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.429135,204.500417,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.429189,204.500470,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.469484,204.540766,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.469592,204.540874,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.509952,204.581234,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.510018,204.581299,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533091.550287,204.621568,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.550377,204.621659,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.590681,204.661963,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.590736,204.662017,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.590757,204.662039,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533091.631007,204.702289,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.631174,204.702456,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.671465,204.742747,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.671562,204.742843,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533091.711870,204.783151,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.711944,204.783226,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.752213,204.823494,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.752285,204.823566,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.792560,204.863841,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.792613,204.863894,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.832986,204.904268,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.833039,204.904320,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533091.873333,204.944615,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.873406,204.944688,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.913665,204.984946,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.913719,204.985000,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.954068,205.025350,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.954154,205.025436,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533091.994467,205.065749,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533091.994604,205.065886,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533091.994628,205.065909,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533092.034824,205.106105,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.034885,205.106167,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.075182,205.146464,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.075240,205.146522,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.115446,205.186727,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.115520,205.186802,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.155836,205.227118,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.155907,205.227188,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533092.196161,205.267442,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.196236,205.267517,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.236545,205.307827,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.236598,205.307880,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.276904,205.348185,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.276981,205.348262,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.317431,205.388713,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.317581,205.388862,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533092.357844,205.429126,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.357933,205.429214,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.398163,205.469445,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.398217,205.469498,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.398237,205.469519,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533092.438560,205.509841,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.438615,205.509896,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.478847,205.550128,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.478925,205.550206,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533092.519195,205.590477,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.519266,205.590547,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.559524,205.630806,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.559583,205.630865,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.599874,205.671156,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.599930,205.671211,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.640169,205.711450,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.640238,205.711519,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533092.680446,205.751727,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.680544,205.751825,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.720794,205.792075,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.720862,205.792143,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.761095,205.832376,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.761162,205.832443,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.801423,205.872705,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.801472,205.872753,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533092.801541,205.872822,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533092.841852,205.913133,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.841930,205.913212,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.882427,205.953709,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.882557,205.953838,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.922817,205.994098,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.922873,205.994155,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533092.963116,206.034397,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533092.963234,206.034516,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533093.003634,206.074916,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.003728,206.075009,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.043944,206.115226,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.043996,206.115278,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.084427,206.155709,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.084482,206.155763,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.124787,206.196069,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.124856,206.196137,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533093.165128,206.236409,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.165203,206.236484,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.205462,206.276744,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.205558,206.276840,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.205581,206.276863,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533093.245798,206.317080,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.245871,206.317152,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.286106,206.357388,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.286176,206.357457,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533093.326541,206.397822,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.326616,206.397898,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.367011,206.438292,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.367088,206.438370,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.409642,206.480923,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.409695,206.480977,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.449950,206.521231,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.450025,206.521306,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533093.490252,206.561533,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.490338,206.561619,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.530638,206.601919,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.530692,206.601973,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.570998,206.642280,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.571119,206.642401,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.611359,206.682640,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.611415,206.682697,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533093.611436,206.682718,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533093.651647,206.722928,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.651700,206.722981,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.691983,206.763265,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.692069,206.763350,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.732291,206.803572,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.732403,206.803685,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.772650,206.843932,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.772704,206.843985,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533093.812953,206.884234,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.813023,206.884304,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.853251,206.924532,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.853321,206.924603,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.893554,206.964836,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.893638,206.964919,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533093.933891,207.005173,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.933957,207.005239,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533093.974213,207.045495,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533093.974275,207.045557,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.014534,207.085815,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.014587,207.085869,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.014607,207.085889,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533094.054853,207.126134,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.054933,207.126214,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.095222,207.166503,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.095293,207.166574,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533094.135596,207.206877,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.135656,207.206938,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.175948,207.247230,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.176001,207.247282,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.216258,207.287539,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.216331,207.287612,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.256651,207.327933,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.256734,207.328015,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533094.296965,207.368247,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.297023,207.368304,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.337236,207.408517,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.337290,207.408571,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.377624,207.448905,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.377698,207.448979,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.417956,207.489238,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.418128,207.489409,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533094.418172,207.489453,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533094.458416,207.529698,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.458469,207.529751,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.498678,207.569960,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.498739,207.570020,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.538965,207.610246,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.539016,207.610298,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.579261,207.650543,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.579417,207.650698,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533094.619680,207.690962,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.619779,207.691060,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.660115,207.731396,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.660203,207.731485,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.700535,207.771816,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.700607,207.771888,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.740924,207.812205,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.740989,207.812271,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533094.781210,207.852491,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.781263,207.852545,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.821581,207.892863,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.821663,207.892944,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.821697,207.892978,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533094.861950,207.933231,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.862010,207.933291,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.902292,207.973573,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.902393,207.973674,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533094.942653,208.013935,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.942755,208.014037,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533094.983031,208.054313,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533094.983109,208.054390,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533095.023396,208.094678,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.023474,208.094756,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533095.063794,208.135075,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.063966,208.135247,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533095.104283,208.175565,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.104373,208.175655,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533095.144656,208.215937,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.144734,208.216016,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533095.184987,208.256268,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.185050,208.256331,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533095.225452,208.296734,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.225579,208.296860,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533095.225614,208.296895,spoofing,120,8,0100000000000000,ATTACK door/body spoof marker
1780533095.265896,208.337177,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.265957,208.337239,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533095.306275,208.377556,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.306417,208.377698,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533095.346653,208.417935,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.346710,208.417992,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533095.386965,208.458247,spoofing,100,8,B40094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.387021,208.458302,spoofing,188,8,0000B400AA000000,ATTACK display spoof
1780533095.427299,208.498580,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.427369,208.498650,spoofing,188,8,0000C800AA000000,ATTACK display spoof
1780533095.467672,208.538954,spoofing,100,8,C80094115F5B4600,ATTACK fabricated speed/rpm/throttle
1780533095.467728,208.539009,spoofing,188,8,0000C800AA000000,ATTACK display spoof
